participant_id,group,age_round,GI_improve,concentration_post,active_days
1418,lumosity,21,9.447687845,4,45
1419,lumosity,30,-11.72776178,3,59
1420,lumosity,25,6.203963096,4,56
1421,crosswords,45,5.051555508,2,51
1422,lumosity,24,5.957430368,4,47
1423,crosswords,30,-6.69008504,4,53
1424,crosswords,76,2.895820265,4,56
1425,lumosity,23,13.3872198,3,41
1426,crosswords,22,-7.790391701,5,58
1427,crosswords,19,2.350363069,2,9
1428,crosswords,23,-6.766032453,3,62
1429,crosswords,31,-5.299858981,4,37
1430,crosswords,50,2.163131862,4,56
1431,lumosity,36,3.314501436,2,43
1432,lumosity,31,7.739059019,2,48
1433,lumosity,37,10.42790325,2,48
1434,lumosity,27,0.259946367,5,43
1435,lumosity,46,-18.36826546,4,36
1436,crosswords,32,-9.07280821,5,44
1437,lumosity,19,13.12872229,3,51
1438,lumosity,55,-8.680091142,4,48
1439,crosswords,33,-4.505023076,4,48
1440,crosswords,27,5.102788442,4,59
1441,lumosity,30,3.071737485,5,55
1442,lumosity,36,8.574524174,4,37
1443,crosswords,20,-0.698321675,4,35
1444,lumosity,42,14.0159653,3,32
1445,lumosity,48,17.18676971,4,70
1446,crosswords,52,-0.431315381,4,68
1447,crosswords,53,2.79134533,5,68
1448,crosswords,49,4.502822498,2,60
1449,crosswords,62,0.170124089,4,63
1450,crosswords,66,1.248888458,5,61
1451,crosswords,47,10.19815895,4,63
1452,crosswords,54,-7.369311106,3,69
1453,lumosity,46,-5.86926708,5,42
1454,crosswords,21,-9.285193531,3,22
1455,crosswords,31,-1.191845358,1,64
1456,lumosity,48,-0.91948619,4,38
1457,crosswords,27,0.527380341,4,16
1458,lumosity,65,15.78641166,5,64
1459,crosswords,45,-1.985390953,4,58
1460,lumosity,48,14.11548332,5,50
1461,lumosity,47,6.187203939,4,55
1462,crosswords,49,-9.699852331,3,31
1463,crosswords,27,-13.42059161,3,54
1464,lumosity,50,3.018329519,5,51
1465,crosswords,48,16.44662334,3,5
1466,crosswords,58,-9.848560299,4,37
1467,lumosity,35,-13.97979297,3,4
1468,lumosity,65,16.85103065,3,48
1469,crosswords,23,4.456288029,2,46
1470,crosswords,58,1.267543118,4,15
1471,crosswords,66,4.361003407,4,57
1472,lumosity,32,-10.06852585,3,51
1473,crosswords,63,7.045903101,5,48
1474,crosswords,51,1.606977498,3,46
1475,lumosity,47,-7.095183771,4,42
1476,lumosity,33,1.299825422,3,13
1477,crosswords,27,-13.63863735,4,59
1478,lumosity,22,-3.903926229,4,37
1479,crosswords,30,2.536106839,5,47
1480,lumosity,32,0.308238296,4,68
1481,crosswords,23,9.243686253,4,3
1482,crosswords,64,11.32192374,4,59
1483,lumosity,43,-10.94567762,4,44
1484,lumosity,35,18.59578516,4,68
1485,lumosity,49,17.91844005,4,49
1486,lumosity,24,9.913002346,4,40
1487,lumosity,64,-9.142562716,3,70
1488,crosswords,29,4.586774844,3,62
1489,lumosity,54,25.43326217,4,66
1490,lumosity,36,8.224656758,4,27
1491,crosswords,26,-7.206658159,4,67
1492,crosswords,23,-13.52815236,4,56
1493,crosswords,64,14.26552502,NA,37
1494,crosswords,64,-3.162814932,5,37
1495,lumosity,40,-6.386301273,3,42
1496,lumosity,45,16.43270499,4,65
1497,lumosity,53,-14.19429983,3,32
1498,lumosity,52,21.13542564,1,45
1499,crosswords,22,-14.63882219,4,39
1500,crosswords,20,11.56638333,3,8
1501,lumosity,58,7.953184058,4,49
1502,lumosity,56,-5.465884626,4,67
1503,lumosity,40,-0.634551974,4,61
1504,lumosity,30,26.4542685,4,45
1505,lumosity,53,-5.464096438,4,42
1506,lumosity,27,17.50069107,4,52
1507,lumosity,76,4.828091675,5,46
1508,lumosity,37,15.96953386,4,53
1509,lumosity,55,6.629986432,3,23
1510,lumosity,59,25.69115989,5,56
1511,crosswords,57,-10.97590965,4,58
1512,lumosity,21,8.170066175,5,30
1513,lumosity,51,7.39630607,5,65
1514,crosswords,59,-2.038142107,4,54
1515,crosswords,57,-12.81092219,4,63
1516,crosswords,57,-0.944544181,2,57
1517,lumosity,47,15.33704997,5,48
1518,crosswords,31,1.651598459,5,67
1519,crosswords,35,5.245047607,4,41
1520,crosswords,42,4.04045007,4,57
1521,lumosity,21,-19.02942194,5,56
1522,lumosity,25,22.75786221,4,62
1523,lumosity,20,9.765165588,4,16
1524,crosswords,48,5.481498856,3,55
1525,lumosity,50,11.6260376,4,49
1526,crosswords,48,20.74592314,3,53
1527,crosswords,21,-2.408810045,4,44
1528,crosswords,23,-5.101555506,2,53
1529,crosswords,41,1.444993187,4,48
1530,crosswords,26,9.843388176,2,58
1531,lumosity,27,8.838540622,3,69
1532,lumosity,69,31.4301404,4,70
1533,crosswords,29,-1.869332022,4,57
1534,lumosity,47,8.812517143,5,48
1535,lumosity,34,15.39289893,4,37
1536,lumosity,33,-1.913354523,4,45
1537,crosswords,23,4.079102886,5,33
1538,crosswords,43,-6.481142757,4,51
1539,lumosity,68,17.5595401,4,63
1540,lumosity,26,-1.956590943,4,33
1541,crosswords,39,-10.65165788,4,15
1542,crosswords,29,6.755636449,4,64
1543,crosswords,55,16.2774031,5,55
1544,crosswords,21,12.30096674,4,9
1545,crosswords,29,5.758647915,4,57
1546,lumosity,22,14.98699656,2,37
1547,lumosity,42,-2.511659377,4,30
1548,crosswords,60,2.060679268,4,67
1549,lumosity,25,24.0966528,4,47
1550,lumosity,37,16.12455644,3,40
1551,crosswords,25,20.48974185,3,40
1552,crosswords,47,6.205862446,4,48
1553,lumosity,61,10.47183368,5,62
1554,lumosity,23,-6.317664516,5,52
1555,lumosity,30,1.554169721,5,50
1556,crosswords,19,9.69263835,2,18
1557,lumosity,50,1.307789831,4,20
1558,crosswords,23,4.289415598,3,0
1559,crosswords,26,-15.88716794,5,55
1560,crosswords,52,19.05708464,4,65
1561,crosswords,25,15.08853581,4,37
1562,crosswords,27,-16.06522603,5,28
1563,lumosity,29,9.512477602,4,12
1564,crosswords,22,0.5222718,4,56
1565,crosswords,48,-0.536333765,3,1
1566,lumosity,26,-1.224405772,4,46
1567,lumosity,28,8.524382794,5,48
1568,lumosity,24,33.07184723,3,21
1569,crosswords,29,22.1463153,NA,22
1570,crosswords,48,13.23151555,3,58
1571,crosswords,41,-12.52039917,2,21
1572,crosswords,28,15.595768,3,70
1573,crosswords,47,6.044812636,4,52
1574,crosswords,24,9.044281117,4,1
1575,lumosity,39,4.626689323,4,59
1576,lumosity,32,20.97868765,4,46
1577,lumosity,19,4.573558504,5,46
1578,lumosity,22,16.88871679,5,57
1579,crosswords,64,-10.94716098,3,64
1580,crosswords,68,20.9314957,5,67
1581,crosswords,34,23.66017301,3,50
1582,lumosity,35,9.60191519,4,54
1583,crosswords,31,0.082872571,2,8
1584,crosswords,34,0.728898206,4,33
1585,crosswords,22,-3.325274245,5,47
1586,crosswords,49,13.14959249,4,55
1587,crosswords,29,-8.218863475,4,42
1588,crosswords,66,0.923590528,NA,47
1589,crosswords,75,-11.56001904,4,64
1590,crosswords,30,15.16972014,4,55
1591,lumosity,35,16.97256553,4,60
1592,crosswords,56,-1.512792249,3,61
1593,crosswords,33,9.436409961,4,44
1594,lumosity,55,9.403550152,4,63
1595,crosswords,29,0.203639408,4,27
1596,lumosity,24,-6.009095334,4,63
1597,crosswords,41,11.66553424,2,17
1598,crosswords,43,4.536757678,3,67
1599,crosswords,30,-6.203734027,4,44
1600,lumosity,36,5.159759925,5,55
1601,crosswords,27,5.504921571,4,53
1602,lumosity,29,17.06359414,4,59
1603,crosswords,19,21.85152782,4,46
1604,lumosity,56,-7.085670407,4,58
1605,lumosity,20,23.09298402,4,14
1606,lumosity,36,-2.714647898,2,39
1607,lumosity,58,6.864822802,4,57
1608,lumosity,31,-4.927021187,3,54
1609,crosswords,27,-16.34433129,4,50
1610,lumosity,64,2.040499588,4,62
1611,lumosity,24,13.45737396,4,42
1612,lumosity,71,-4.67153608,5,46
1613,lumosity,26,19.66660268,4,58
1614,lumosity,59,18.72042433,3,49
1615,lumosity,77,-7.200144136,4,53
1616,lumosity,27,15.8401107,4,44
1617,crosswords,52,4.837068615,4,57
1618,crosswords,29,-17.44608344,3,55
1619,crosswords,45,-1.573357737,4,39
1620,lumosity,63,21.98634145,4,60
1621,crosswords,28,8.39478463,4,47
1622,crosswords,31,3.510159377,2,59
1623,crosswords,31,3.579997747,4,47
1624,crosswords,27,-2.237575619,4,68
1625,crosswords,24,-8.266557494,4,20
1626,lumosity,26,17.00377838,4,51
1627,crosswords,34,1.616003573,3,58
1628,lumosity,53,13.04515931,2,49
1629,crosswords,19,-2.044553849,NA,3
1630,lumosity,26,-2.344506832,5,42
1631,crosswords,38,1.649435282,4,18
1632,crosswords,32,3.666663785,4,22
1633,lumosity,44,7.658102408,3,62
1634,lumosity,31,-8.305589085,1,64
1635,lumosity,54,9.830395288,4,41
1636,lumosity,41,11.06849742,5,55
1637,crosswords,57,15.98605082,3,68
1638,crosswords,33,7.562666327,4,45
1639,crosswords,56,-9.879181937,4,68
1640,lumosity,30,19.16338433,5,45
1641,crosswords,51,14.84390994,3,58
1642,lumosity,32,15.4257889,2,30
1643,lumosity,27,3.784102878,5,65
1644,lumosity,25,8.713352272,4,54
1645,lumosity,26,-1.413993272,4,60
1646,crosswords,37,21.56706211,4,67
1647,crosswords,28,9.890892956,5,59
1648,lumosity,30,15.55258377,2,33
1649,crosswords,56,23.73594098,3,68
1650,crosswords,42,5.492591009,4,66
1651,lumosity,29,24.76952432,5,66
1652,crosswords,76,25.877014,4,57
1653,crosswords,26,-1.018557831,5,58
1654,lumosity,68,17.61572699,4,56
1655,crosswords,60,0.965403979,5,69
1656,lumosity,54,21.2801786,5,69
1657,lumosity,19,7.311128694,4,58
1658,lumosity,67,8.56968835,4,66
1659,crosswords,36,0.701810923,5,62
1660,crosswords,47,1.033478146,4,68
1661,crosswords,51,1.32060409,2,0
1662,lumosity,30,-4.253989565,4,45
1663,crosswords,34,11.29648645,3,33
1664,crosswords,45,0.281667213,4,53
1665,lumosity,30,7.957888537,4,62
1666,crosswords,24,-12.0447006,3,63
1667,lumosity,24,-6.079174187,4,59
1668,lumosity,49,-7.327813674,4,56
1669,crosswords,59,-6.290542372,4,42
1670,lumosity,21,13.50814162,4,34
1671,lumosity,23,-3.74737135,3,23
1672,crosswords,32,16.85445565,5,59
1673,crosswords,28,-2.198762375,4,2
1674,lumosity,49,-4.061015262,5,43
1675,crosswords,26,1.070562474,4,17
1676,lumosity,48,5.944195882,2,37
1677,lumosity,68,-16.54635586,4,55
1678,lumosity,53,-1.619381532,4,29
1679,crosswords,73,2.738491842,4,50
1680,lumosity,22,3.299471723,NA,37
1681,crosswords,32,-1.038845503,4,61
1682,lumosity,62,9.038225025,4,63
1683,crosswords,55,3.346330862,4,24
1684,crosswords,25,-8.244502052,4,69
1685,crosswords,33,-0.85476592,4,46
1686,lumosity,25,9.570781953,4,63
1687,lumosity,22,3.975398317,4,52
1688,crosswords,31,-2.977709414,4,51
1689,crosswords,50,-3.172060372,5,40
1690,lumosity,41,14.59399637,4,61
1691,lumosity,31,19.74652164,2,36
1692,crosswords,57,3.296840671,4,68
1693,crosswords,27,1.355059944,4,68
1694,lumosity,66,-0.108066013,5,68
1695,lumosity,37,-2.37421145,5,69
1696,lumosity,26,7.825939801,3,53
1697,crosswords,23,8.409334423,4,36
1698,lumosity,23,36.05776304,2,13
1699,crosswords,66,-2.628337773,4,65
1700,lumosity,30,-3.074787203,4,5
1701,lumosity,25,2.668278803,4,50
1702,lumosity,22,11.97063611,3,68
1703,crosswords,57,-0.581858755,4,65
1704,crosswords,42,9.721399705,4,54
1705,lumosity,22,8.007557319,5,53
1706,crosswords,39,0.873745469,2,62
1707,crosswords,57,-1.481734952,4,62
1708,crosswords,23,10.34950961,4,54
1709,crosswords,54,3.221666412,5,71
1710,crosswords,25,-17.05325647,4,49
1711,lumosity,47,13.10411483,4,45
1712,lumosity,65,5.225265459,4,59
1713,lumosity,44,-39.30359318,4,7
1714,crosswords,63,-8.033737366,5,52
1715,lumosity,37,4.981614622,5,56
1716,crosswords,45,-6.100360939,4,10
1717,lumosity,61,1.709578604,4,38
1718,lumosity,30,7.555897361,5,36
1719,crosswords,24,-15.07516719,4,60
1720,lumosity,24,5.744545642,4,36
1721,lumosity,24,-3.027958342,3,57
1722,crosswords,24,6.162881729,5,8
1723,crosswords,50,4.196013226,2,28
1724,crosswords,71,-3.713144779,4,69
1725,crosswords,20,8.297703104,2,2
1726,crosswords,67,-2.520337587,3,55
1727,crosswords,69,11.06503172,4,55
1728,crosswords,23,18.13773183,2,8
1729,lumosity,57,4.545018918,4,57
1730,crosswords,54,8.345938559,4,47
1731,crosswords,21,-0.973801147,4,61
1732,crosswords,18,12.47299112,4,8
1733,lumosity,41,26.62362185,4,56
1734,crosswords,61,-0.772060992,3,12
1735,lumosity,55,19.07195668,5,67
1736,lumosity,45,-57.40211825,3,42
1737,lumosity,55,-4.642159846,4,31
1738,lumosity,26,14.2363889,3,37
1739,crosswords,31,17.92247885,3,51
1740,lumosity,26,-3.667958359,4,39
1741,crosswords,47,-5.736547718,1,13
1742,crosswords,25,-3.282204947,5,44
1743,lumosity,29,17.92755667,5,63
1744,lumosity,46,-12.85577783,5,52
1745,crosswords,35,2.956041602,4,56
1746,crosswords,50,5.878584608,4,53
1747,crosswords,26,11.40052784,4,9
1748,lumosity,64,-3.60898034,5,61
1749,crosswords,32,23.04850464,3,49
1750,crosswords,20,2.366431326,2,0
1751,crosswords,36,10.56177599,4,62
1752,lumosity,24,-11.46362489,5,63
1753,lumosity,62,17.82350765,4,61
1754,lumosity,44,3.121652943,5,54
1755,crosswords,29,0.103154448,4,49
1756,lumosity,22,28.74329181,4,36
1757,lumosity,34,-3.688726101,5,31
1758,crosswords,56,13.1719375,4,62
1759,crosswords,73,-13.10613033,2,68
1760,lumosity,63,13.35624492,4,68
1761,crosswords,36,3.703822043,4,47
1762,lumosity,43,11.90076962,4,55
1763,lumosity,35,2.62833165,5,59
1764,lumosity,25,6.490711079,4,52
1765,lumosity,40,-2.536917379,5,58
1766,lumosity,24,28.68917459,4,46
1767,lumosity,53,-18.12961357,4,29
1768,lumosity,34,8.031367894,2,44
1769,lumosity,31,25.33708372,4,14
1770,lumosity,19,-3.811433036,4,12
1771,crosswords,36,-4.918768889,3,56
1772,lumosity,48,23.85654503,4,51
1773,crosswords,78,3.429273536,5,51
1774,crosswords,23,-2.713085055,4,5
1775,lumosity,54,5.548357474,4,53
1776,crosswords,30,-2.086241895,5,54
1777,lumosity,25,5.495562508,4,30
1778,crosswords,56,3.126817917,5,55
1779,crosswords,57,-2.651759456,5,15
1780,lumosity,59,17.29290231,2,56
1781,crosswords,50,-8.479472522,4,66
1782,crosswords,54,0.148395845,4,31
1783,crosswords,28,3.562092352,3,4
1784,lumosity,41,-4.467346124,5,49
1785,lumosity,35,3.379343109,4,41
1786,lumosity,28,-4.940157422,4,52
1787,crosswords,27,-10.35186035,4,40
1788,crosswords,59,0.144680171,2,57
1789,lumosity,38,9.880043894,2,60
1790,crosswords,53,13.61716692,3,42
1791,lumosity,21,-13.11662826,4,26
1792,crosswords,47,14.55612996,5,43
1793,crosswords,59,4.381330848,3,42
1794,crosswords,51,20.61799947,4,44
1795,crosswords,56,-1.33158878,4,2
1796,crosswords,25,2.985799929,4,31
1797,crosswords,21,5.431749668,5,57
1798,crosswords,45,12.89824479,4,63
1799,lumosity,22,21.12131628,3,52
1800,lumosity,55,6.787136997,3,52
1801,crosswords,56,9.235740248,4,40
1802,crosswords,24,-4.219406519,4,43
1803,crosswords,28,0.855906011,4,54
1804,lumosity,19,-3.597743791,5,38
1805,lumosity,52,4.65609389,5,25
1806,crosswords,21,11.6443329,4,53
1807,crosswords,22,12.03011382,4,12
1808,crosswords,24,4.557193952,2,18
1809,lumosity,28,1.327714468,5,66
1810,lumosity,53,18.84171993,3,34
1811,crosswords,26,28.75232205,4,3
1812,lumosity,20,-24.45661096,2,35
1813,crosswords,63,-0.01128647,4,59
1814,lumosity,21,21.78200943,5,44
1815,lumosity,44,6.264338383,4,44
1816,crosswords,32,18.53897293,5,68
1817,lumosity,53,-12.35132396,4,19
1818,crosswords,42,4.236246234,4,0
1819,crosswords,35,2.644777177,5,59
1820,lumosity,37,19.30612713,2,57
1821,lumosity,18,18.61638381,5,54
1822,lumosity,40,-3.576331983,5,58
1823,lumosity,22,3.965239417,4,67
1824,lumosity,27,9.605913148,3,49
1825,lumosity,67,0.783530928,4,60
1826,lumosity,32,-0.312906059,5,52
1827,lumosity,34,-25.24144873,4,51
1828,crosswords,48,-11.32106949,5,14
1829,crosswords,61,3.926442019,4,70
1830,lumosity,38,5.049205331,2,61
1831,crosswords,21,11.01845265,5,30
1832,lumosity,34,4.45180286,4,56
1833,crosswords,28,9.866541446,2,60
1834,lumosity,48,-15.90232132,3,55
1835,crosswords,29,7.284735942,4,57
1836,lumosity,22,-14.68238104,3,15
1837,lumosity,46,6.957030153,2,37
1838,crosswords,27,17.3164861,2,13
1839,crosswords,30,1.841447344,3,65
1840,lumosity,31,2.969589819,4,70
1841,lumosity,20,24.97377171,4,57
1842,lumosity,51,15.31340912,4,52
1843,crosswords,23,-2.708427213,4,48
1844,lumosity,51,-1.795552557,4,38
1845,crosswords,63,-3.001661137,4,67
1846,lumosity,31,12.02786449,4,54
1847,lumosity,38,30.27606409,4,52
1848,crosswords,27,-11.19448385,5,49
1849,crosswords,72,-9.301739038,4,63
1850,lumosity,55,-12.74815348,4,51
1851,crosswords,67,5.085298533,4,58
1852,lumosity,23,0.544351553,4,64
1853,crosswords,27,-0.705987828,4,69
1854,lumosity,54,7.252711095,NA,21
1855,crosswords,64,1.391131763,4,5
1856,lumosity,33,-1.364718705,3,41
1857,crosswords,69,-6.728694705,4,25
1858,crosswords,52,15.48709141,3,53
1859,lumosity,33,18.01255018,4,59
1860,lumosity,55,-3.706504664,4,37
1861,lumosity,33,6.80736003,4,63
1862,lumosity,27,16.42123321,2,28
1863,lumosity,53,15.55799669,4,41
1864,lumosity,30,17.46937102,5,52
1865,crosswords,45,-18.45122172,5,47
1866,lumosity,21,8.86678127,3,41
1867,lumosity,37,20.11901945,4,19
1868,lumosity,70,16.58696361,5,57
1869,lumosity,60,-7.910448107,4,61
1870,lumosity,73,6.48294096,4,45
1871,lumosity,31,-25.02538865,5,48
1872,lumosity,24,18.95632296,5,41
1873,lumosity,26,20.23407328,4,55
1874,crosswords,46,17.52575708,4,40
1875,lumosity,39,15.40137526,4,55
1876,crosswords,32,-3.493557065,4,17
1877,crosswords,29,-9.943609328,4,54
1878,crosswords,61,14.09100717,4,67
1879,lumosity,47,18.28773242,4,48
1880,lumosity,18,19.82150824,4,54
1881,crosswords,49,6.365834614,3,45
1882,lumosity,30,8.418434522,5,68
1883,lumosity,37,-0.798739433,4,56
1884,lumosity,54,11.26510004,4,46
1885,crosswords,25,6.517051473,3,6
1886,crosswords,55,-2.9888297,5,38
1887,lumosity,37,-0.838809691,4,58
1888,lumosity,47,6.89260324,4,43
1889,lumosity,41,5.756046023,4,68
1890,lumosity,33,4.034397035,4,26
1891,lumosity,49,6.032230113,3,49
1892,crosswords,80,7.6501231,3,55
1893,lumosity,34,-7.432028132,3,56
1894,crosswords,42,-7.818718396,4,57
1895,lumosity,54,9.336033584,4,52
1896,crosswords,79,-6.613999453,4,69
1897,crosswords,40,-2.28584566,4,60
1898,lumosity,55,10.00379433,4,54
1899,lumosity,55,21.53593419,4,33
1900,lumosity,62,9.313097718,3,48
1901,crosswords,59,4.577444826,3,28
1902,crosswords,29,16.36690861,4,59
1903,lumosity,50,5.015180532,5,67
1904,lumosity,63,2.622465419,4,52
1905,lumosity,60,1.426603699,3,40
1906,crosswords,44,7.7748424,4,45
1907,lumosity,21,-5.386398929,3,44
1908,crosswords,20,-5.717219041,4,61
1909,crosswords,25,6.011507843,5,12
1910,lumosity,58,2.018649268,5,68
1911,lumosity,35,-4.546505261,5,60
1912,crosswords,50,3.234031147,4,66
1913,crosswords,37,19.87329156,5,55
1914,crosswords,30,4.482198245,4,25
1915,crosswords,49,9.859594288,4,46
1916,lumosity,65,-1.855324263,5,66
1917,lumosity,72,23.56471241,4,39
1918,crosswords,22,3.349626949,4,25
1919,lumosity,36,26.2114243,5,29
1920,lumosity,54,-2.346338608,NA,52
1921,lumosity,57,-1.390953158,4,66
1922,lumosity,51,21.79244473,5,38
1923,crosswords,55,-0.049577804,4,67
1924,crosswords,27,5.843670423,3,27
1925,crosswords,65,-8.859549511,4,42
1926,lumosity,21,-1.305979823,4,32
1927,crosswords,27,-5.800090624,4,15
1928,crosswords,66,33.6760918,4,68
1929,lumosity,40,-2.335404708,4,42
1930,lumosity,21,-18.37714347,4,62
1931,crosswords,20,21.1881259,3,57
1932,lumosity,45,11.34357817,2,60
1933,crosswords,26,-3.474627001,3,70
1934,crosswords,43,-8.630479489,5,52
1935,lumosity,21,17.5127985,3,57
1936,lumosity,46,2.020280294,4,64
1937,lumosity,23,9.547173893,5,51
1938,crosswords,22,-10.77336078,4,40
1939,crosswords,55,10.51153172,4,65
1940,crosswords,43,-10.14184966,4,64
1941,crosswords,64,10.15201159,5,69
1942,lumosity,31,1.110068209,4,45
1943,lumosity,30,3.684851892,5,68
1944,crosswords,43,-3.716373153,4,58
1945,crosswords,42,17.85089528,NA,2
1946,lumosity,46,1.002218664,5,30
1947,crosswords,26,-0.966731793,3,7
1948,lumosity,58,1.746538117,4,48
1949,lumosity,49,11.1181312,5,52
1950,lumosity,33,1.42013252,5,50
1951,lumosity,20,15.86468748,4,42
1952,lumosity,57,1.06633879,5,68
1953,lumosity,53,-2.269059704,3,55
1954,lumosity,53,-6.423288584,4,51
1955,crosswords,66,5.723043804,4,69
1956,crosswords,25,2.445669439,4,28
1957,lumosity,45,15.51904435,4,56
1958,crosswords,28,2.471830577,4,56
1959,crosswords,33,1.19454564,4,59
1960,crosswords,29,25.48382397,2,64
1961,lumosity,55,0.863606673,4,45
1962,lumosity,36,21.85270264,2,55
1963,crosswords,53,-4.30939297,NA,2
1964,lumosity,66,-6.141950873,4,23
1965,lumosity,26,-3.506840901,5,54
1966,crosswords,34,15.46149813,4,70
1967,crosswords,39,-10.01130382,4,66
1968,crosswords,66,-25.25966635,NA,59
1969,lumosity,48,19.77093472,4,65
1970,crosswords,42,9.400461006,4,59
1971,crosswords,64,10.66579808,4,62
1972,lumosity,51,2.643710119,4,65
1973,crosswords,58,2.556509986,3,64
1974,lumosity,65,-7.541030862,5,56
1975,lumosity,51,-16.95114085,NA,53
1976,lumosity,31,8.554296762,5,45
1977,lumosity,47,8.96917743,4,29
1978,lumosity,49,9.296382022,4,62
1979,lumosity,67,5.106609716,4,12
1980,lumosity,34,3.815726467,4,61
1981,crosswords,25,-8.338235107,2,7
1982,crosswords,50,-2.81045065,4,69
1983,lumosity,60,5.180380031,5,50
1984,crosswords,48,4.018568787,3,55
1985,lumosity,49,9.492060403,5,63
1986,crosswords,50,4.248069769,4,0
1987,lumosity,23,-9.555304925,4,39
1988,lumosity,48,7.327718445,2,13
1989,crosswords,26,2.1999486,5,52
1990,lumosity,30,0.9242584,4,47
1991,lumosity,36,-48.89273045,4,21
1992,lumosity,51,-2.936334645,4,38
1993,lumosity,23,8.190540099,3,50
1994,crosswords,32,0.675315002,4,53
1995,lumosity,29,11.04769361,4,66
1996,crosswords,34,7.953604906,4,58
1997,crosswords,57,10.11537526,4,66
1998,crosswords,21,-10.23064861,3,41
1999,lumosity,22,0.650777467,4,17
2000,lumosity,23,-6.025690583,5,11
2001,crosswords,53,17.02941699,3,20
2002,crosswords,55,5.122637767,4,62
2003,lumosity,60,12.40081978,2,67
2004,crosswords,66,-4.13902111,4,64
2005,crosswords,36,-3.447598845,4,55
2006,crosswords,62,8.666439141,3,39
2007,lumosity,53,3.002515741,4,34
2008,crosswords,54,5.461988022,3,60
2009,lumosity,51,16.46004967,2,51
2010,lumosity,53,2.095302379,5,48
2011,crosswords,28,0.801523254,5,62
2012,crosswords,42,-25.10668084,3,67
2013,lumosity,19,3.34953883,4,22
2014,lumosity,41,12.57139434,4,51
2015,lumosity,26,13.24296807,1,47
2016,crosswords,44,-0.500505816,4,62
2017,crosswords,32,7.825987563,4,56
2018,crosswords,24,-16.2296331,3,46
2019,lumosity,25,14.36795608,5,32
2020,lumosity,27,17.43892519,4,59
2021,lumosity,48,2.196755979,4,58
2022,lumosity,34,12.70041302,4,37
2023,crosswords,32,6.12250726,4,27
2024,lumosity,45,9.853899317,4,58
2025,crosswords,61,6.157077663,4,48
2026,lumosity,36,-2.52469464,4,50
2027,lumosity,74,27.02630088,4,65
2028,lumosity,60,8.236412442,4,60
2029,lumosity,48,5.421802769,4,45
2030,lumosity,37,18.80801366,3,40
2031,crosswords,46,13.09167333,4,67
2032,lumosity,50,29.3605743,4,67
2033,lumosity,49,-14.37221406,2,35
2034,lumosity,43,-5.460012951,4,64
2035,lumosity,22,7.533064013,4,45
2036,lumosity,25,4.321480728,4,16
2037,crosswords,27,6.638365896,2,8
2038,crosswords,31,9.770932833,3,52
2039,crosswords,25,-2.781520269,3,62
2040,crosswords,34,0.027232496,4,57
2041,lumosity,38,8.768720172,4,54
2042,lumosity,36,6.058995832,4,48
2043,lumosity,26,5.712321154,2,33
2044,crosswords,27,19.30415377,4,25
2045,lumosity,25,5.8800561,2,35
2046,crosswords,28,14.59969105,3,42
2047,crosswords,29,25.00094244,4,63
2048,crosswords,42,5.053089391,4,55
2049,crosswords,31,-8.055136488,4,63
2050,lumosity,64,12.86422186,4,45
2051,crosswords,22,2.205674247,3,8
2052,lumosity,44,17.24118597,4,50
2053,crosswords,18,3.546005979,4,39
2054,crosswords,68,5.353660415,5,66
2055,lumosity,22,-16.63432581,2,28
2056,lumosity,42,13.38031625,4,61
2057,lumosity,27,5.060202319,4,45
2058,crosswords,65,-6.136470674,4,55
2059,lumosity,56,-10.49976991,5,49
2060,lumosity,35,14.11209135,4,46
2061,lumosity,28,13.28389338,3,38
2062,crosswords,60,6.489775857,4,61
2063,crosswords,42,11.58751958,3,45
2064,crosswords,58,0.868183612,3,66
2065,crosswords,27,3.551577409,4,45
2066,crosswords,26,22.32535546,4,56
2067,lumosity,29,18.77293357,4,64
2068,crosswords,24,-16.6254839,3,3
2069,crosswords,56,2.361436096,3,50
2070,lumosity,38,-0.443781092,4,55
2071,lumosity,53,5.040038602,3,41
2072,crosswords,31,13.3379987,4,14
2073,lumosity,35,7.514345334,3,53
2074,lumosity,26,13.55459987,2,47
2075,lumosity,65,-16.8201024,4,51
2076,crosswords,21,-1.43713711,2,58
2077,lumosity,20,-0.169590566,2,37
2078,crosswords,30,18.04585219,4,54
2079,lumosity,19,-1.884382868,4,32
2080,crosswords,43,14.27662987,4,62
2081,lumosity,71,-0.732811326,5,56
2082,lumosity,29,-14.46731521,4,52
2083,lumosity,19,-7.309567348,4,22
2084,crosswords,29,7.411798701,4,46
2085,crosswords,27,4.945123003,5,31
2086,lumosity,40,-15.51019513,3,53
2087,crosswords,66,-22.68458893,4,53
2088,crosswords,58,-0.932292975,4,25
2089,crosswords,37,-6.285936902,4,59
2090,crosswords,44,12.05462037,4,62
2091,lumosity,58,15.13917692,4,22
2092,crosswords,25,4.440229336,5,53
2093,lumosity,43,11.0619128,4,32
2094,lumosity,29,9.516757591,5,50
2095,crosswords,19,-0.251775425,4,6
2096,crosswords,27,-19.33261439,3,39
2097,crosswords,20,17.33287993,4,67
2098,lumosity,34,24.60057516,4,49
2099,lumosity,55,2.071040897,4,61
2100,lumosity,23,-12.77072841,4,52
2101,lumosity,43,1.352487329,NA,11
2102,crosswords,27,3.668092761,3,66
2103,lumosity,27,-0.841970931,2,34
