participant_id,group,age_round,GI_improve,concentration_post,active_days
719,lumosity,61,17.08762345,4,32
720,crosswords,24,8.754922656,5,49
721,crosswords,36,4.361073454,4,59
722,crosswords,46,-2.407763875,4,0
723,crosswords,57,-9.086279672,3,67
724,crosswords,22,15.55349733,4,58
725,crosswords,42,2.661420253,4,4
726,lumosity,32,17.2677077,5,61
727,crosswords,25,-18.39933388,4,2
728,lumosity,22,5.663407004,3,56
729,lumosity,34,-8.566316967,4,36
730,crosswords,53,-14.6869536,4,64
731,lumosity,34,-1.144902748,4,64
732,crosswords,50,-6.116109465,4,54
733,lumosity,34,-3.870425951,4,42
734,lumosity,59,0.258169563,5,52
735,crosswords,32,5.149602016,4,61
736,lumosity,52,-0.070943598,4,53
737,lumosity,56,10.84339651,4,29
738,lumosity,65,-3.296855904,5,57
739,crosswords,30,10.21192029,4,51
740,lumosity,54,-8.476148924,4,66
741,crosswords,20,-15.60356113,4,32
742,lumosity,35,-11.16492663,5,23
743,lumosity,48,1.233480368,4,49
744,crosswords,26,17.83195514,4,47
745,lumosity,56,1.597062086,4,46
746,lumosity,43,-5.028371719,5,26
747,lumosity,30,6.52832717,4,38
748,lumosity,47,17.90647725,4,53
749,crosswords,24,7.587600571,4,45
750,lumosity,66,-0.947625919,4,56
751,lumosity,71,9.153719907,4,53
752,lumosity,53,11.72420108,5,53
753,lumosity,41,18.08646475,4,17
754,lumosity,46,3.132836469,5,31
755,crosswords,29,-9.740619552,2,48
756,lumosity,48,2.80022741,5,55
757,lumosity,57,1.906902382,3,49
758,lumosity,52,3.095741469,4,68
759,crosswords,23,15.69407224,3,38
760,crosswords,59,9.532873075,3,62
761,lumosity,43,20.85779115,5,60
762,lumosity,41,-14.94349227,5,60
763,crosswords,43,7.855836498,4,50
764,lumosity,33,-5.20625781,5,57
765,crosswords,18,-1.274974433,4,17
766,crosswords,44,3.474877087,5,58
767,crosswords,20,14.65390046,1,3
768,crosswords,35,-0.921469688,4,55
769,lumosity,40,-10.77149413,4,64
770,lumosity,32,-1.294451709,NA,20
771,crosswords,35,17.05076538,4,54
772,lumosity,64,-4.6117819,4,66
773,crosswords,48,4.434885299,4,62
774,crosswords,29,-12.70485255,4,30
775,crosswords,39,6.04061296,5,21
776,crosswords,66,-0.985678174,4,56
777,lumosity,34,-5.993986102,4,49
778,lumosity,26,10.78051479,4,67
779,crosswords,61,11.63765707,3,44
780,crosswords,29,-13.45297273,4,26
781,lumosity,26,-4.194052514,4,48
782,crosswords,34,1.338952471,4,65
783,lumosity,54,9.975018993,4,66
784,crosswords,25,2.346508103,3,4
785,lumosity,29,10.25411986,4,56
786,lumosity,31,-3.126867632,3,18
787,crosswords,19,19.28718228,2,9
788,crosswords,50,9.561344888,4,52
789,crosswords,28,-3.837690664,3,59
790,lumosity,30,14.47272209,4,48
791,crosswords,18,7.802600758,2,27
792,crosswords,37,4.131778338,3,65
793,lumosity,47,4.435346895,4,30
794,crosswords,38,17.98884825,4,55
795,crosswords,28,-15.05838272,3,59
796,lumosity,31,11.43437086,4,48
797,crosswords,27,12.42228247,4,21
798,lumosity,74,-4.020446969,5,58
799,crosswords,23,9.102884181,5,59
800,lumosity,47,1.111457684,4,54
801,lumosity,54,4.754036098,4,39
802,crosswords,48,-30.85129188,4,48
803,crosswords,22,17.95726427,4,44
804,lumosity,29,-12.53826016,4,32
805,lumosity,20,-2.705347852,4,55
806,lumosity,23,4.243858508,3,8
807,lumosity,43,5.535769005,4,51
808,lumosity,25,-18.437897,3,67
809,lumosity,22,-13.56973261,3,37
810,crosswords,53,-8.088481054,4,56
811,lumosity,53,10.45221059,5,68
812,crosswords,40,5.485375595,3,58
813,lumosity,48,-15.08143429,4,69
814,crosswords,29,-6.920870508,4,51
815,crosswords,64,-5.924303267,4,46
816,crosswords,22,4.945537382,4,2
817,crosswords,30,4.08569821,4,37
818,lumosity,22,8.611741314,5,49
819,crosswords,47,6.23498935,4,52
820,lumosity,62,14.48883594,4,69
821,crosswords,52,-2.581120421,4,50
822,crosswords,23,-5.568547206,3,3
823,lumosity,55,6.771472159,4,33
824,lumosity,24,11.67634819,2,32
825,crosswords,45,-4.847945515,2,6
826,lumosity,22,-8.733789535,4,47
827,crosswords,27,2.915858068,4,59
828,crosswords,29,8.750998567,4,68
829,crosswords,26,1.816578613,2,27
830,lumosity,24,10.8270932,4,7
831,crosswords,29,8.163542952,3,33
832,lumosity,23,-11.09757399,4,40
833,lumosity,29,18.0300123,5,28
834,lumosity,27,-1.398627171,5,43
835,crosswords,29,-23.12476174,4,15
836,lumosity,21,12.05881506,4,59
837,lumosity,33,-6.607247912,4,33
838,lumosity,65,-7.078084666,4,43
839,lumosity,21,-3.984165707,4,57
840,lumosity,42,18.41695131,5,0
841,lumosity,20,16.96284606,5,38
842,crosswords,19,-14.20997611,4,52
843,lumosity,28,31.6278072,5,51
844,crosswords,60,6.857708526,4,59
845,crosswords,28,1.222468294,5,48
846,lumosity,39,10.3230053,3,46
847,crosswords,56,5.182457463,5,49
848,crosswords,60,-7.914441743,4,65
849,lumosity,18,-27.27500374,3,44
850,crosswords,45,-8.479086646,2,9
851,lumosity,49,21.09782823,4,59
852,lumosity,42,0.556192472,4,43
853,lumosity,25,5.35238168,5,32
854,lumosity,25,10.68629525,4,58
855,lumosity,43,9.318671252,3,41
856,lumosity,47,9.956126212,4,45
857,lumosity,59,-8.909613008,4,64
858,crosswords,25,5.947483841,4,40
859,crosswords,30,16.53460122,3,28
860,lumosity,35,29.02420807,4,50
861,crosswords,58,10.50917387,4,61
862,crosswords,26,2.214564,2,45
863,lumosity,47,-5.84005183,3,25
864,lumosity,60,15.46336929,4,54
865,crosswords,68,0.132654422,4,46
866,lumosity,22,0.282185653,3,9
867,crosswords,29,5.398931652,2,40
868,lumosity,26,4.561244728,4,42
869,lumosity,65,13.33818076,4,52
870,crosswords,54,-28.48360546,5,53
871,crosswords,18,4.186208533,4,14
872,lumosity,30,2.183551132,4,60
873,lumosity,31,-4.306662632,4,54
874,lumosity,52,-5.875781813,4,47
875,crosswords,35,2.299517773,4,54
876,crosswords,40,-11.62284969,4,35
877,lumosity,39,4.898758863,4,50
878,lumosity,24,20.79865355,2,34
879,crosswords,66,-19.9452139,5,66
880,crosswords,57,2.063441305,3,36
881,lumosity,30,-10.62078004,4,40
882,lumosity,22,8.062199235,5,50
883,lumosity,27,-4.340551909,3,4
884,crosswords,34,11.07617865,3,66
885,crosswords,44,-25.76773846,3,67
886,crosswords,51,5.075902061,3,67
887,crosswords,23,8.957197823,4,50
888,lumosity,24,-4.294091154,4,31
889,crosswords,22,9.664084692,4,65
890,crosswords,28,-13.85747502,4,32
891,crosswords,40,-5.028167747,3,59
892,crosswords,22,9.252445132,2,47
893,lumosity,61,22.27479664,2,25
894,lumosity,60,4.126314925,3,56
895,lumosity,31,5.907879339,4,37
896,crosswords,32,-5.183964499,2,1
897,lumosity,26,-0.546928291,5,58
898,lumosity,70,-18.74157751,4,64
899,lumosity,22,0.43967205,NA,2
900,lumosity,32,12.26107212,4,37
901,lumosity,65,11.62691226,3,68
902,lumosity,29,4.411308135,4,29
903,lumosity,25,19.35746877,4,48
904,crosswords,32,-4.223916687,4,58
905,crosswords,44,-18.74994136,4,68
906,lumosity,18,-1.514526971,1,20
907,lumosity,20,-14.78611387,5,15
908,crosswords,27,-3.299197611,5,14
909,lumosity,24,17.13405,3,22
910,lumosity,62,34.76114127,5,39
911,lumosity,29,3.420896869,5,38
912,lumosity,57,5.199883729,4,62
913,crosswords,38,-0.220982121,4,50
914,crosswords,64,-0.878965325,1,64
915,lumosity,27,11.96216442,5,64
916,crosswords,19,7.991287953,4,13
917,lumosity,31,2.09178715,5,63
918,lumosity,24,2.926947974,4,63
919,crosswords,21,12.11128448,3,7
920,lumosity,53,-13.02139026,4,56
921,lumosity,25,6.40176295,4,40
922,crosswords,23,0.236402477,3,71
923,lumosity,46,5.958611308,4,27
924,crosswords,27,-16.44533953,2,39
925,lumosity,34,17.84032168,5,45
926,lumosity,26,-6.002499579,5,55
927,crosswords,21,-11.05687926,4,59
928,crosswords,51,21.26097042,4,61
929,crosswords,52,-7.820263367,4,67
930,crosswords,26,-16.40437004,3,45
931,lumosity,35,3.07509778,2,32
932,lumosity,70,-4.710877559,4,67
933,crosswords,54,-7.334346251,4,45
934,lumosity,39,7.213287456,4,65
935,lumosity,36,-10.74941435,4,49
936,lumosity,21,0.851544486,4,31
937,crosswords,44,21.17060272,4,63
938,crosswords,60,-11.90814463,4,43
939,crosswords,37,16.10450074,3,53
940,crosswords,39,-9.407263323,4,53
941,lumosity,24,19.59357036,5,43
942,lumosity,55,-1.76699363,4,65
943,crosswords,25,-27.16137116,2,58
944,lumosity,27,-3.367661925,3,47
945,crosswords,52,-8.847791305,2,48
946,lumosity,62,-12.04764514,4,61
947,lumosity,29,11.3365818,5,44
948,crosswords,24,10.03668666,4,65
949,crosswords,19,5.199332052,4,21
950,lumosity,32,1.319765029,4,27
951,lumosity,31,17.83165831,3,48
952,lumosity,54,6.354294419,3,63
953,lumosity,55,-0.412573611,4,45
954,crosswords,56,3.321392496,5,45
955,crosswords,42,-8.169101846,3,54
956,crosswords,30,12.05321538,5,58
957,lumosity,38,1.475209138,2,48
958,crosswords,54,5.332002599,5,65
959,crosswords,60,14.01674051,4,59
960,crosswords,22,4.32946529,4,10
961,crosswords,38,16.74366035,4,50
962,lumosity,28,25.53182005,4,48
963,crosswords,30,9.813634667,4,48
964,crosswords,48,-0.466027327,4,70
965,lumosity,28,0.907388784,4,45
966,crosswords,58,19.88781597,4,67
967,crosswords,41,-0.826871983,2,64
968,crosswords,33,-1.593249231,2,51
969,crosswords,58,0.641999372,4,64
970,lumosity,20,7.447567282,2,7
971,crosswords,63,5.042413226,4,66
972,lumosity,24,9.357492521,4,28
973,lumosity,64,-0.6856875,3,2
974,lumosity,22,16.20150279,5,57
975,lumosity,61,19.20259402,4,44
976,lumosity,63,-6.893782094,3,56
977,crosswords,24,-8.979923545,3,12
978,crosswords,57,3.934516277,4,66
979,crosswords,31,9.945712347,4,48
980,lumosity,46,7.441500679,2,55
981,lumosity,29,-4.031515414,4,48
982,crosswords,24,5.228489112,4,80
983,crosswords,20,13.0911333,4,67
984,lumosity,58,25.48219339,4,60
985,lumosity,26,0.267845805,4,42
986,lumosity,41,12.83329452,4,57
987,lumosity,64,9.607892444,4,67
988,lumosity,61,-17.65022254,4,49
989,lumosity,19,11.00413974,4,15
990,crosswords,58,-12.81618602,2,28
991,crosswords,63,1.349528313,3,66
992,lumosity,19,10.38707876,4,36
993,crosswords,31,7.648018812,NA,0
994,crosswords,35,9.581730632,3,47
995,lumosity,69,-7.227032624,5,53
996,crosswords,50,13.46589085,5,56
997,crosswords,62,11.03113033,4,53
998,crosswords,57,10.54130488,3,69
999,crosswords,31,4.613851806,4,61
1000,lumosity,33,-1.40794986,4,10
1001,lumosity,52,4.612639932,4,35
1002,crosswords,50,-7.568451304,5,25
1003,crosswords,24,5.525386078,5,53
1004,crosswords,29,13.52965828,2,1
1005,lumosity,58,-10.42330591,4,61
1006,crosswords,24,2.04364649,4,32
1007,crosswords,62,-12.26801389,3,55
1008,crosswords,26,6.718908021,3,36
1009,lumosity,29,24.36238555,4,46
1010,crosswords,33,-3.715041174,4,66
1011,lumosity,23,-1.062132226,3,40
1012,crosswords,24,1.891283842,5,56
1013,crosswords,43,-6.855852645,4,43
1014,lumosity,40,27.44873819,4,46
1015,crosswords,27,-0.356684036,4,43
1016,lumosity,29,5.76626434,4,47
1017,lumosity,25,0.386450519,4,59
1018,lumosity,27,6.350096032,4,49
1019,lumosity,18,-1.030047213,3,20
1020,lumosity,61,7.96489272,4,55
1021,crosswords,25,5.921360826,4,57
1022,crosswords,47,22.71489838,4,52
1023,lumosity,22,19.66676698,5,46
1024,crosswords,21,13.63659008,5,56
1025,lumosity,45,12.98489455,3,19
1026,crosswords,52,14.70533684,4,57
1027,lumosity,44,16.72805636,4,41
1028,crosswords,54,2.174196975,3,69
1029,lumosity,37,3.795706047,5,57
1030,lumosity,30,-0.100579779,3,28
1031,crosswords,21,3.7997803,4,62
1032,crosswords,19,-17.84468947,4,22
1033,lumosity,50,8.988876696,5,23
1034,lumosity,18,12.05591851,5,48
1035,lumosity,43,7.074755807,4,33
1036,crosswords,43,12.08866137,2,8
1037,crosswords,23,8.527181145,4,34
1038,crosswords,31,20.24188864,3,23
1039,lumosity,36,5.279611661,4,48
1040,lumosity,41,-23.2071518,4,58
1041,crosswords,46,7.503901382,4,66
1042,crosswords,49,22.40377679,4,57
1043,crosswords,29,6.026811872,5,46
1044,lumosity,26,12.35696235,5,25
1045,crosswords,44,-6.400071458,NA,54
1046,lumosity,45,12.57410989,3,36
1047,lumosity,23,13.89996417,1,25
1048,crosswords,27,7.613922088,1,53
1049,lumosity,41,0.999044622,4,44
1050,lumosity,25,16.6301644,4,17
1051,crosswords,43,-2.093230218,4,58
1052,crosswords,45,20.48927725,4,62
1053,lumosity,49,14.71358647,4,64
1054,lumosity,46,-8.622765346,3,48
1055,lumosity,56,28.78923872,4,64
1056,lumosity,58,21.0999579,4,62
1057,crosswords,65,3.316863517,4,4
1058,lumosity,35,11.38851391,5,67
1059,lumosity,46,-15.22348068,4,8
1060,crosswords,20,-12.02686855,4,2
1061,crosswords,37,-9.854136734,NA,11
1062,lumosity,19,20.86414405,4,47
1063,crosswords,53,-1.371689432,5,61
1064,crosswords,61,5.745569187,4,46
1065,lumosity,30,15.59990875,4,61
1066,lumosity,53,19.37964569,4,63
1067,crosswords,30,-2.994099912,4,42
1068,lumosity,28,-3.929002219,4,23
1069,crosswords,27,2.605248487,4,65
1070,crosswords,58,12.3715936,4,65
1071,crosswords,21,19.94289874,4,60
1072,lumosity,67,34.77408518,5,52
1073,crosswords,53,-1.376868357,4,57
1074,lumosity,25,3.80607881,3,60
1075,lumosity,58,1.803108464,3,46
1076,crosswords,61,2.269083313,4,69
1077,lumosity,43,-2.065739899,5,28
1078,lumosity,27,-4.084676745,5,61
1079,lumosity,36,7.946971832,5,53
1080,crosswords,46,3.309439161,1,59
1081,lumosity,27,1.986112958,4,55
1082,lumosity,27,8.811468346,4,5
1083,lumosity,41,16.24135303,4,44
1084,crosswords,48,-1.114902633,4,66
1085,lumosity,59,-9.68255894,4,58
1086,lumosity,31,-3.056802702,4,10
1087,crosswords,27,-4.394352199,3,46
1088,lumosity,65,0.842400581,4,48
1089,lumosity,46,-0.629328714,4,64
1090,crosswords,28,16.44717943,2,15
1091,lumosity,66,-5.707772596,4,69
1092,crosswords,25,9.422565909,2,2
1093,lumosity,67,12.89454281,4,55
1094,lumosity,36,24.7076561,5,41
1095,crosswords,23,-6.022267207,2,58
1096,crosswords,51,-11.40201008,3,68
1097,crosswords,65,5.55964162,4,69
1098,crosswords,25,5.110739844,2,40
1099,crosswords,36,-17.43472288,4,35
1100,crosswords,30,-21.73581063,4,56
1101,lumosity,47,1.259709018,4,33
1102,crosswords,55,-0.240142555,4,70
1103,crosswords,23,-2.695296604,5,29
1104,crosswords,21,9.419256844,3,67
1105,lumosity,21,-11.6042422,4,19
1106,lumosity,38,-11.21522995,4,62
1107,lumosity,27,-4.524118723,4,58
1108,lumosity,20,25.53449226,3,48
1109,lumosity,19,6.609292835,4,17
1110,lumosity,26,1.823549756,4,48
1111,crosswords,50,3.739589332,4,64
1112,crosswords,31,19.51379557,2,41
1113,crosswords,53,18.59827668,4,60
1114,crosswords,20,4.525693325,3,31
1115,crosswords,28,1.741142932,4,53
1116,crosswords,22,-8.140179948,1,7
1117,lumosity,52,-10.19090212,5,52
1118,lumosity,28,8.87808957,5,34
1119,lumosity,44,-7.468846687,4,57
1120,lumosity,21,8.360626745,4,67
1121,lumosity,24,21.53862242,4,57
1122,crosswords,20,-4.867550616,5,45
1123,lumosity,18,1.957725892,4,41
1124,lumosity,34,11.36844514,4,34
1125,crosswords,55,8.284549138,5,57
1126,lumosity,29,5.587431502,5,69
1127,lumosity,50,-14.28849064,4,54
1128,lumosity,32,3.160470027,4,39
1129,crosswords,54,6.198266528,4,48
1130,lumosity,22,1.044520324,4,57
1131,lumosity,60,-7.56857225,4,39
1132,lumosity,29,-19.41670328,3,19
1133,crosswords,70,2.128212265,4,68
1134,crosswords,49,21.95226287,4,54
1135,lumosity,32,2.20163109,4,38
1136,lumosity,70,1.571148316,5,60
1137,lumosity,25,27.36188005,3,52
1138,lumosity,62,10.311764,4,49
1139,crosswords,59,6.839310026,4,64
1140,lumosity,58,15.11844242,4,42
1141,crosswords,20,6.425982172,2,43
1142,crosswords,50,4.761848476,4,70
1143,crosswords,20,-1.392464449,4,10
1144,lumosity,77,16.40598172,4,44
1145,lumosity,29,-7.960242906,3,52
1146,crosswords,30,0.896607736,4,43
1147,crosswords,34,6.519235814,3,13
1148,lumosity,39,4.069932376,5,37
1149,lumosity,56,7.446673389,4,43
1150,lumosity,20,-19.14913294,3,30
1151,lumosity,25,18.04323388,4,53
1152,crosswords,24,-11.1259174,2,28
1153,crosswords,62,-0.367577767,2,55
1154,lumosity,19,33.08141967,2,16
1155,crosswords,19,-1.423375982,2,57
1156,crosswords,33,-3.275176628,4,4
1157,crosswords,26,-6.51981201,4,37
1158,crosswords,27,-7.916363607,4,58
1159,lumosity,56,28.67642425,3,58
1160,crosswords,51,7.816834442,4,2
1161,lumosity,31,4.438544309,5,38
1162,lumosity,52,3.201647445,5,43
1163,lumosity,36,15.1335576,5,28
1164,crosswords,64,0.810395779,4,68
1165,lumosity,23,17.50344001,5,61
1166,lumosity,61,26.20248306,4,67
1167,crosswords,38,1.543666309,2,20
1168,crosswords,28,8.641192949,3,58
1169,lumosity,64,-0.167147064,4,45
1170,crosswords,46,21.50142711,4,64
1171,crosswords,27,21.33834948,4,52
1172,crosswords,29,15.30470078,2,26
1173,lumosity,38,-7.074513554,4,49
1174,lumosity,18,-8.675621271,4,59
1175,lumosity,23,25.76690179,4,55
1176,crosswords,31,15.29709305,4,58
1177,lumosity,22,16.20535625,4,47
1178,lumosity,22,-3.657561489,4,69
1179,crosswords,40,6.723771038,2,59
1180,lumosity,18,-10.80548575,3,12
1181,lumosity,33,1.67469135,3,49
1182,crosswords,52,4.447655198,5,57
1183,crosswords,56,1.105097264,4,52
1184,crosswords,33,-7.527741493,4,60
1185,crosswords,56,19.47498151,5,53
1186,lumosity,25,-4.599624833,4,13
1187,crosswords,31,-0.220119523,3,53
1188,crosswords,56,-2.604562331,4,64
1189,lumosity,30,4.66558199,1,21
1190,crosswords,30,8.904736383,2,62
1191,lumosity,27,-12.72681876,4,68
1192,lumosity,60,-18.46298502,5,45
1193,lumosity,52,9.890459579,4,46
1194,lumosity,49,-1.495439735,4,52
1195,lumosity,54,29.25549195,3,9
1196,crosswords,32,-7.201858317,5,1
1197,lumosity,28,17.3665379,4,60
1198,lumosity,45,-4.607224585,5,56
1199,lumosity,24,-5.25390861,4,63
1200,crosswords,47,8.422062696,4,63
1201,crosswords,63,-7.601326986,4,58
1202,lumosity,41,-2.715033577,4,63
1203,lumosity,59,15.36478737,5,67
1204,lumosity,65,10.71811073,4,39
1205,crosswords,28,0.10356322,2,48
1206,lumosity,57,-2.290988996,5,52
1207,lumosity,55,7.854033679,4,67
1208,crosswords,33,13.79310225,5,69
1209,crosswords,25,15.81718195,4,9
1210,crosswords,29,-5.586741783,3,8
1211,crosswords,43,7.154565309,3,49
1212,crosswords,30,6.820469746,2,65
1213,lumosity,21,16.21873885,3,36
1214,crosswords,40,5.212879417,3,60
1215,crosswords,34,10.51526434,4,46
1216,lumosity,30,-14.1718793,4,48
1217,crosswords,32,12.66899194,5,45
1218,lumosity,51,8.484957335,4,58
1219,lumosity,24,-6.941086844,4,55
1220,crosswords,30,0.901315403,5,38
1221,lumosity,66,8.339494566,4,49
1222,lumosity,36,-2.167670156,3,22
1223,lumosity,40,-2.612206182,4,60
1224,crosswords,57,0.727070274,4,70
1225,lumosity,24,28.24874604,5,58
1226,lumosity,21,-2.79410688,5,34
1227,lumosity,29,-0.079393967,4,24
1228,crosswords,36,-20.04868995,3,61
1229,lumosity,51,6.391808164,1,33
1230,crosswords,55,2.70948202,2,69
1231,crosswords,42,-2.91520142,4,53
1232,lumosity,66,25.66263421,4,69
1233,crosswords,49,8.254661154,4,66
1234,lumosity,58,18.28810392,3,54
1235,lumosity,19,31.70877599,4,18
1236,crosswords,28,13.8720461,1,12
1237,crosswords,33,11.62576336,4,63
1238,crosswords,37,5.69255311,1,5
1239,crosswords,70,-10.20098523,4,63
1240,crosswords,69,-3.787441257,3,0
1241,lumosity,42,13.58812815,4,33
1242,lumosity,29,15.93237267,3,11
1243,lumosity,58,0.345286905,4,45
1244,crosswords,22,3.119596761,1,5
1245,crosswords,67,-11.65372127,4,67
1246,lumosity,25,-6.101087345,3,25
1247,crosswords,26,16.94249535,4,66
1248,lumosity,18,10.80373358,1,5
1249,crosswords,34,-10.95063646,3,28
1250,crosswords,27,16.94675776,4,3
1251,crosswords,60,27.45352552,4,67
1252,crosswords,27,-8.594825689,4,55
1253,crosswords,41,-6.540365179,2,33
1254,crosswords,31,-12.21710439,2,35
1255,crosswords,19,-6.519851732,3,2
1256,lumosity,26,15.13409703,NA,12
1257,lumosity,18,-0.484134104,4,66
1258,crosswords,39,8.037729146,4,9
1259,crosswords,30,-7.607274204,3,57
1260,lumosity,37,-0.245207902,5,53
1261,crosswords,30,-4.95527315,4,69
1262,lumosity,59,4.706912222,5,61
1263,lumosity,20,-5.060275219,4,49
1264,lumosity,24,-3.994110869,3,58
1265,lumosity,24,3.830179322,5,56
1266,crosswords,22,-0.358275987,5,13
1267,crosswords,36,-18.19465077,3,56
1268,crosswords,30,4.155530291,4,60
1269,lumosity,26,12.36244993,4,48
1270,lumosity,19,4.427019436,2,32
1271,crosswords,44,4.564159293,4,63
1272,lumosity,39,-2.979026029,4,15
1273,lumosity,24,15.91209442,2,11
1274,lumosity,54,17.56975552,4,31
1275,lumosity,57,-4.754638284,4,51
1276,lumosity,30,12.43984775,4,45
1277,crosswords,36,6.027825247,3,35
1278,lumosity,23,3.980895661,5,26
1279,crosswords,34,2.29866827,5,50
1280,crosswords,36,-0.745969033,4,55
1281,lumosity,75,2.763201069,4,64
1282,crosswords,58,-13.74190884,3,67
1283,lumosity,41,20.02690225,5,33
1284,crosswords,75,5.478650813,4,56
1285,crosswords,50,-13.1095152,4,64
1286,lumosity,31,15.68931727,5,60
1287,crosswords,31,9.289073447,5,55
1288,crosswords,22,-5.555180038,4,49
1289,crosswords,55,-3.443902242,1,52
1290,lumosity,36,-3.84364402,2,58
1291,crosswords,36,0.837431308,4,56
1292,crosswords,54,-4.763013987,2,32
1293,lumosity,68,13.22813898,5,55
1294,crosswords,23,-11.92410792,2,33
1295,lumosity,35,-4.959147754,5,45
1296,crosswords,21,-3.169899752,3,11
1297,lumosity,52,11.78820372,4,60
1298,crosswords,38,2.606700253,5,12
1299,lumosity,28,7.909144276,5,31
1300,crosswords,23,-15.07010897,3,21
1301,lumosity,27,-2.875596267,4,62
1302,lumosity,27,14.61416186,4,34
1303,lumosity,66,-4.744087991,4,48
1304,crosswords,41,8.197582514,4,5
1305,crosswords,27,-24.86220325,4,21
1306,crosswords,48,8.690226477,4,3
1307,crosswords,27,-15.85537517,4,10
1308,crosswords,37,-11.20613892,3,50
1309,crosswords,24,-15.07989563,4,27
1310,crosswords,29,23.03169141,4,58
1311,lumosity,49,-0.5964488,NA,53
1312,lumosity,22,7.467830633,4,56
1313,lumosity,55,11.8333671,3,39
1314,lumosity,21,5.349623748,5,41
1315,crosswords,35,-0.208178694,4,30
1316,crosswords,65,0.767893511,4,41
1317,lumosity,40,-6.866345992,4,49
1318,crosswords,33,-4.824209085,5,22
1319,crosswords,32,5.68122809,4,45
1320,lumosity,38,6.903704446,3,7
1321,lumosity,23,-11.01918742,5,59
1322,crosswords,29,2.025943101,5,61
1323,crosswords,30,-1.09316011,4,60
1324,lumosity,36,2.997750974,3,42
1325,lumosity,56,14.84188657,4,62
1326,crosswords,45,-14.17466366,4,65
1327,crosswords,37,0.299584808,3,11
1328,crosswords,27,17.7933161,4,65
1329,crosswords,56,4.926993668,4,48
1330,crosswords,26,12.08569556,3,30
1331,crosswords,57,4.452569507,4,69
1332,crosswords,23,5.943184535,4,38
1333,lumosity,19,5.153296651,5,13
1334,crosswords,30,-7.646539373,3,11
1335,lumosity,40,-14.22086062,NA,23
1336,crosswords,45,9.682095811,5,64
1337,crosswords,31,-2.599896888,2,65
1338,crosswords,58,-11.74192239,3,50
1339,crosswords,26,16.22523434,4,20
1340,lumosity,37,10.0545132,4,32
1341,crosswords,51,-10.39655718,5,64
1342,crosswords,21,-2.577499593,4,3
1343,crosswords,46,28.02492092,5,65
1344,lumosity,40,3.425555377,4,38
1345,lumosity,35,8.005120536,4,21
1346,lumosity,29,14.76580627,4,70
1347,lumosity,21,16.09181822,3,40
1348,lumosity,33,7.65768282,4,63
1349,lumosity,24,11.27789172,4,63
1350,lumosity,32,17.35407084,4,54
1351,crosswords,32,9.735576766,3,0
1352,crosswords,34,-12.42532478,5,18
1353,lumosity,34,5.390020211,4,40
1354,lumosity,24,12.2376937,4,51
1355,lumosity,39,20.60999655,3,50
1356,lumosity,25,-16.23050032,5,27
1357,crosswords,24,0.180103493,2,66
1358,lumosity,79,11.38310163,4,63
1359,crosswords,62,-2.112654651,4,45
1360,lumosity,67,0.752850336,4,60
1361,lumosity,42,33.16591277,4,67
1362,lumosity,58,8.745530911,4,40
1363,crosswords,63,-12.19679405,5,12
1364,lumosity,38,-4.039520854,4,61
1365,crosswords,48,2.563580121,4,63
1366,crosswords,21,-0.75047561,2,53
1367,lumosity,19,-8.126081456,2,18
1368,lumosity,68,1.51514999,3,68
1369,lumosity,32,-5.377692456,4,57
1370,lumosity,18,10.54128897,2,49
1371,crosswords,45,-14.79023325,NA,52
1372,lumosity,55,5.436582689,5,50
1373,crosswords,33,-4.541187721,4,59
1374,lumosity,27,-1.942388883,5,8
1375,crosswords,48,8.854607892,4,2
1376,crosswords,64,-7.936355295,3,66
1377,lumosity,54,11.32530939,5,35
1378,lumosity,58,22.02860325,4,55
1379,crosswords,75,4.368039333,5,65
1380,lumosity,32,5.830335392,4,59
1381,crosswords,35,5.509130041,4,66
1382,lumosity,62,11.6045602,4,38
1383,lumosity,56,15.2945238,4,51
1384,lumosity,22,-3.666670539,5,57
1385,crosswords,24,-4.406105578,1,2
1386,lumosity,64,13.89156129,4,53
1387,lumosity,25,19.27020344,3,61
1388,lumosity,21,-3.404088986,4,55
1389,lumosity,27,-7.265766843,4,56
1390,crosswords,49,7.561770629,4,67
1391,lumosity,30,6.238078556,4,50
1392,crosswords,27,-9.963764425,4,54
1393,crosswords,22,8.772437328,4,54
1394,lumosity,42,-0.90492366,3,31
1395,lumosity,32,21.16466131,4,57
1396,crosswords,50,5.902614472,5,63
1397,lumosity,24,3.665128284,4,60
1398,lumosity,22,-2.433556864,4,52
1399,lumosity,51,-8.156214332,3,65
1400,crosswords,33,-22.2655159,5,67
1401,lumosity,50,-1.950073803,3,50
1402,lumosity,49,16.82565234,3,53
1403,lumosity,72,21.37661288,4,46
1404,lumosity,57,16.75409032,5,63
1405,lumosity,53,23.54501675,4,50
1406,crosswords,39,-0.436564044,5,68
1407,lumosity,24,-3.635810635,4,54
1408,crosswords,19,12.43566907,4,57
1409,crosswords,28,10.65201662,2,15
1410,crosswords,33,2.055918743,3,65
1411,lumosity,28,7.144606805,4,66
1412,crosswords,24,-5.045426753,3,39
1413,crosswords,52,-5.18239172,2,54
1414,lumosity,21,-23.78434313,2,12
1415,lumosity,48,16.47752655,4,56
1416,lumosity,31,-2.861191632,4,39
1417,crosswords,24,0.470755664,3,18
